ICO,Token,Softcap,Hardcap,Start,End,Quarterstart,Duration of offering,Country,Category,ERC20,Rating,Number of experts,Bonus,Policy,Number of team members,Distributed in ICO,US restriction,Restricted countries,Accepted fiat,Major cryptocurrencies,Presale,Amount raised
cloudmoolah,MOO,10000000,30000000,3/30/2018,4/30/2018,2018q1,31,Singapore,"Internet,Platform",1,3,1,0,kyc&whitelist,7,0.12,,,0,1,0,15000000
coppay,COP,,20249950,10/30/2017,11/30/2017,2017q4,31,Belarus,"Platform,Cryptocurrency",1,3.3,3,0,0,9,,,,0,1,0,52318
cybertrust,CABS,,600,12/5/2017,1/5/2018,2017q4,31,Luxembourg,"Cryptocurrency,Businessservices,Software,Investment,Banking",1,3.4,5,0,0,16,,,,0,1,0,16501600
excoins-exchange,EXN Token,800000,5600000,8/10/2018,9/10/2018,2018q3,31,Poland,"Cryptocurrency,Investment,Platform",1,3,0,0,0,11,0.7,,,0,1,1,5821052
galaxy-esolutions,GES,,21380000,2/28/2018,3/31/2018,2018q1,31,Hong Kong,"Retail,Platform",0,3.5,5,1,0,7,0.89,,,0,1,0,9855966
indorse,IND,4451550,14838500,8/8/2017,9/8/2017,2017q3,31,Singapore,Internet,1,3,0,0,0,19,,1," China, USA",0,1,0,10000000
ntok,NTOK,,15000000,3/15/2018,4/15/2018,2018q1,31,Russia,"Platform,Education",1,3.6,8,0,kyc&whitelist,11,0.7,1, USA,0,1,1,3000000
opus,OPT,,36000000,7/24/2017,8/24/2017,2017q3,31,United Arab Emirates,"Entertainment,Art",1,3.2,0,0,0,11,,,,0,0,0,5800000
smartone,LGL,,13000000,10/30/2017,11/30/2017,2017q4,31,Switzerland,"Businessservices,Platform",1,2.9,3,0,0,11,,,,0,1,0,2300000
snovio,SNOV,,15000000,10/30/2017,11/30/2017,2017q4,31,Ukraine,"Businessservices,Platform",1,3.2,6,0,0,,0.6,,,0,1,0,2100000
true-flip,TFL,,15770588.75,6/28/2017,7/29/2017,2017q2,31,Costa Rica,Casino&Gambling,0,3.2,3,0,0,23,0.125,,,0,0,0,8244292
true-reply,TrueCoin,5000000,20000000,3/1/2018,4/1/2018,2018q1,31,USA,"Cryptocurrency,Education,Health,Media",1,2.7,1,0,0,3,0.4,0, Nno,0,1,1,79160
birc,BIRC,1000000,30000000,9/30/2018,10/31/2018,2018q3,31,Taiwan,"Investment,Internet,Education,Cryptocurrency,Businessservices,BigData,Other,Platform,Retail",1,2.9,0,1,kyc,9,0.4,1," USA, China",0,1,0,1578002
coinquiztador,CQR,1500000,5500000,5/3/2018,6/3/2018,2018q2,31,Bulgaria,Entertainment,1,2.9,1,1,whitelist,8,0.75,1," USA, North Korea, South Korea",0,1,0,1934219
current,CRNC,5000000,36000000,3/14/2018,4/14/2018,2018q1,31,USA,Media,1,3.7,8,0,kyc&whitelist,15,0.35,,,0,0,0,36000000
icos,ICOS,,,8/15/2017,9/15/2017,2017q3,31,Russia,"Cryptocurrency,Platform",1,3.5,6,1,0,23,,,,1,1,0,14600000
quixxi-connect,QXE,3000000,20000000,10/1/2018,11/1/2018,2018q4,31,Australia,Platform,1,3,1,1,kyc,17,0.7,1, USA,0,1,0,3000000
robet,RAC Token,1847160,18471600,4/20/2018,5/21/2018,2018q2,31,Malta,"Cryptocurrency,Sports",1,2.7,1,1,kyc,11,0.6,1," China, Singapore, USA, South Africa",0,1,1,1969000
scam-ico-killer,SIK,1000000,10000000,1/18/2018,2/18/2018,2018q1,31,Russia,"Internet,Platform",1,2.9,0,0,kyc,6,0.7,1, USA,0,1,1,96428
spin-protocol,SPIN,,4400000,3/19/2019,4/19/2019,2019q1,31,South Korea,Platform,1,3.2,0,0,0,9,0.25,,,0,1,0,4400000
unikrn,UnikoinGold,,,9/22/2017,10/23/2017,2017q3,31,USA,"Sports,Entertainment",1,3,2,0,0,9,,,,0,0,0,28633875
universa,UTN,,99000000,10/27/2017,11/27/2017,2017q4,31,Russia,"Platform,Software,Businessservices",1,3.3,1,1,0,20,0.66,,,0,1,0,28800000
wishfinance,WISH,,30000000,11/6/2017,12/7/2017,2017q4,31,Singapore,"Platform,Banking,Businessservices",0,2.9,2,1,0,4,,,,0,1,0,2670000
beluga-pay,BBI,,85520000,2/28/2018,3/31/2018,2018q1,31,Mexico,"Platform,Banking",1,3,2,1,0,8,,,,0,1,1,4000000
debitum-network,DEB,,21120600,1/25/2018,2/25/2018,2018q1,31,Lithuania,"Platform,Businessservices,Cryptocurrency,Investment",0,2.9,16,1,0,5,,,,0,1,0,17200000
dentacoin,DCN,,28135200,10/1/2017,11/1/2017,2017q4,31,Netherlands,Health,1,3.1,2,0,0,18,0.03,,,0,1,0,2100000
litra,LTA,,29999997,8/30/2017,9/30/2017,2017q3,31,Switzerland,Health,0,2.8,0,1,0,5,0.3,,,1,1,0,23500000
project-zephyr,ZEPH,,,10/6/2017,11/6/2017,2017q4,31,Hong Kong,Platform,0,2.4,0,0,0,10,,,,0,1,0,1370000
quifas,QFS,3000000,35000000,4/6/2018,5/7/2018,2018q2,31,Seychelles,"Cryptocurrency,Investment",1,2.5,1,0,whitelist,4,0.5,,,0,1,0,414378
reality-clash,RCC,,,8/29/2017,9/29/2017,2017q3,31,UK,Entertainment,1,2.8,0,0,0,11,,,,0,0,0,2533927
synth,SNH,750000,5000000,5/11/2018,6/11/2018,2018q2,31,Singapore,Software,0,2.8,0,1,0,6,0.7,,,0,1,0,2000000
ten-billion-coin-ieo,YBY,3000000,30000000,8/28/2019,9/28/2019,2019q3,31,China,Cryptocurrency,1,3.5,3,1,kyc,7,0.6,,,0,1,0,630000
yuan-developers-coin,YDS,1500000,20000000,7/2/2018,8/2/2018,2018q3,31,Hong Kong,"Internet,Cryptocurrency,Businessservices,Platform,Realestate,Tourism",1,2.8,0,0,0,10,,,,0,1,0,26000
altocar,ALTOCAR,,21760000,10/10/2017,11/10/2017,2017q4,31,Russia,Other,0,2.7,0,1,0,10,0.68,,,0,1,0,2363179
centrality,CENNZ,,100000000,1/15/2018,2/15/2018,2018q1,31,New Zealand,Platform,1,2.8,0,0,0,50,0.7,,,0,1,0,88524000
cryptum,CRTM,,989289.6,10/17/2017,11/17/2017,2017q4,31,Bulgaria,"Platform,Entertainment",0,2.7,0,1,0,7,,,,0,1,0,136000
dragonchain,DRGN,,238421940,10/2/2017,11/2/2017,2017q4,31,USA,"Platform,Businessservices",1,2.4,0,0,0,8,0.55,,,0,1,0,13700000
eiracube,BRETT,3000000,25000000,5/1/2018,6/1/2018,2018q2,31,Spain,"Platform,Businessservices,Realestate,Retail",1,3.6,38,1,0,,0.5,,,1,1,1,912325
filecoin,FIL,,150000000,8/10/2017,9/10/2017,2017q3,31,USA,"Platform,Cryptocurrency",0,3.1,2,0,0,13,0.1,,,1,1,0,257000000
ida,IDA,,,10/15/2018,11/15/2018,2018q4,31,Singapore,BigData,1,2.7,0,0,0,3,0.12,,,0,1,0,58000000
vacuum,VAC,,,10/24/2017,11/24/2017,2017q4,31,Russia,"Entertainment,Platform",1,2.7,0,1,0,5,0.6,,,0,0,0,4
apis-beechain,APIS,100000,960000,5/15/2018,6/15/2018,2018q2,31,Romania,Platform,0,2.6,0,0,0,10,0.8,,,0,1,0,1700000
aurora,IDXM,,4800000,12/11/2017,1/11/2018,2017q4,31,USA,"Banking,Platform",1,2.6,0,0,0,9,,,,0,1,0,7283717
blockchain-taxi,BCT,,29456325,1/20/2018,2/20/2018,2018q1,31,Switzerland,"Businessservices,Infrastructure",1,2.6,0,0,0,6,0.6,,,0,1,1,21500000
coinjob,XCJ,,17949600,7/14/2017,8/14/2017,2017q3,31,USA,Businessservices,0,2.6,0,1,0,4,,,,0,1,0,7639
feelium-coin,FCC,21000000,21000000,10/15/2018,11/15/2018,2018q4,31,Singapore,Cryptocurrency,0,2.6,0,0,0,7,0.5,,,1,1,0,20990021
flixxo,Flixx,1491650,10441550,10/24/2017,11/24/2017,2017q4,31,Argentina,"Platform,Entertainment,Media",0,3.1,1,0,0,5,0.222,,,0,1,0,5000000
local-world-forwarders,LWF,300000,21736800,1/23/2018,2/23/2018,2018q1,31,Italy,"Businessservices,Platform",0,2.5,3,1,0,15,0.9,,,0,0,0,4700952
